text,body_len,punct%,cap_count,has_link,clean_text,label
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,159,2.34,7,0,send logo 2 ur lover 2 name join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p,spam
Shall i come to get pickle,26,0.0,0,0,shall come pickle,ham
Umma my life and vava umma love you lot dear,44,0.0,0,0,umma life vava umma love lot dear,ham
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,93,1.43,19,0,hi darlin finish 3 u 1 2 pick meet text number luv kate xxx,ham
S but mostly not like that.,27,4.55,0,0,s like,ham
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,158,9.92,2,0,not know u u not know send chat 86688 let find 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 year,spam
I will treasure every moment we spend together...,49,7.14,0,0,treasure moment spend,ham
No problem baby. Is this is a good time to talk? I called and left a message.,77,4.92,0,0,problem baby good time talk call leave message,ham
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",149,3.48,0,0,fight world easy u win lose bt fightng some1 close u dificult u lose u lose u win u lose,ham
"Just sent you an email ÛÒ to an address with incomm in it, is that right?",74,3.39,1,0,send email ûò address incomm right,ham
"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",83,6.06,0,0,hey babe s go figure go new year,ham
So what u doing today?,22,5.56,0,0,u today,ham
I could ask carlos if we could get more if anybody else can chip in,67,0.0,0,0,ask carlos anybody chip,ham
No. I.ll meet you in the library,32,7.69,0,0,ill meet library,ham
"Sure, whenever you show the fuck up &gt;:(",42,14.29,0,0,sure fuck,ham
Good. No swimsuit allowed :),28,12.5,0,0,good swimsuit allow,ham
Stupid.its not possible,23,4.76,0,0,stupidit possible,ham
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",159,4.35,2,0,protect ethreat sib ask sensitive information like passwordsatmsm pin email share password anybody,ham
Dear got bus directly to calicut,32,0.0,0,0,dear get bus directly calicut,ham
"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""",172,8.9,0,0,u need presnt bcz u not mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mns prabha islove get not mis,ham
They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,144,1.69,0,0,thread wishlist section forum ppl post nitro request start page collect,ham
"Yeah that's what I thought, lemme know if anything's goin on later",66,5.45,0,0,yeah s think lemme know anything goin later,ham
You bad girl. I can still remember them,39,3.12,0,0,bad girl remember,ham
"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",56,18.18,0,0,ya ok vikky vl c witin min il reply u,ham
"He will, you guys close?",24,10.0,0,0,guy close,ham
What time should I tell my friend to be around?,47,2.63,0,0,time tell friend,ham
U calling me right? Call my hand phone...,41,11.76,0,0,u call right hand phone,ham
Gud mrng dear have a nice day,29,0.0,0,0,gud mrng dear nice day,ham
U still painting ur wall?,25,4.76,0,0,u paint ur wall,ham
"Come round, it's . ",19,20.0,0,0,come round,ham
Now only i reached home. . . I am very tired now. . I will come tomorro,71,9.09,0,0,reach home tired come tomorro,ham
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,152,4.65,2,0,free camera phone linerental 449month 750 cross ntwk min 12 price txt bundle deal avble 08001950382 call2optoutj mf,spam
URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,157,3.05,3,0,urgent try contact u todays draw show win å£800 prize guarantee 09050000460 land line claim j89 po box245c2150pm,spam
Nice.nice.how is it working?,28,12.0,0,0,nicenicehow work,ham
Ok c Ì_ then.,13,20.0,1,0,ok c ì,ham
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",130,3.81,0,0,wait s clear sure sarcastic s x not want live,ham
Ryder unsold.now gibbs.,23,9.52,0,0,ryder unsoldnow gibb,ham
Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx,130,0.98,1,0,hi mate rv u hav nice hol message 3 hello coz havenåõt send u 1 age start drive stay roadsrvx,ham
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",78,7.25,0,0,mobile numberpls sm ur mail idconvey regard achanammarakheshqatar,ham
"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",160,12.4,1,0,green quote tell jerry cartoon person irritate u love u vry fail express gud nyt,ham
Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,133,12.84,0,0,future plan tomorrow result today good present enjoy future,ham
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,158,3.05,0,0,want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile 100 free text free camcorder reply 08000930705,spam
Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,89,4.17,0,0,ok knackere come home go sleep good time work lark,ham
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,158,1.6,0,0,cos shopping wif darren jus n call 2 ask wat present wan lor start guess wif n finally guess darren lor,ham
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,97,4.0,0,0,message truro hospital ext phone phone,ham
"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",138,7.76,2,0,specially select receive 3000 award 08712402050 line close cost 10ppm 16 tcs apply ag promo,spam
In fact when do you leave? I think addie goes back to school tues or wed,72,1.75,0,0,fact leave think addie go school tue d,ham
Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,159,1.53,4,0,thank subscription ringtone uk mobile charge å£5month confirm reply yes reply charge,spam
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",141,11.21,0,0,den weekday get special price haiz not eat liao cut nail oso muz wait finish drivin wat lunch muz eat wat,ham
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,158,4.62,3,0,free 1st week no1 nokia tone 4 ur mob week txt nokia 8007 txte tell ur mate pobox 36504 w45wq norm150ptone 16,spam
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",160,5.15,9,0,gr8 poly tone 4 mob direct 2u rply poly title 8007 eg poly breathe1 title crazyin sleepingwith fine ymca getzedcouk pobox365o4w45wq 300p,spam
I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,123,6.12,0,0,ve send wife text buy shell tell relax wkend,ham
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",158,7.75,0,0,hi mobile add contact list s great place send free sms people visit fullonsmscom,ham
Finally the match heading towards draw as your prediction.,58,2.0,0,0,finally match head draw prediction,ham
Mum not going robinson already.,31,3.7,0,0,mum go robinson,ham
"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",155,4.84,2,0,lay man let know miss think great day send bimbo ugo number ill appreciate safe,ham
Yup i thk so until e shop closes lor.,37,3.45,0,0,yup thk e shop close lor,ham
Oops my phone died and I didn't even know. Yeah I like it better.,65,5.77,0,0,oops phone die not know yeah like well,ham
Cos i want it to be your thing,30,0.0,0,0,cos want thing,ham
Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),156,9.3,0,0,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano,ham
Are you ok. What happen to behave like this,43,2.86,0,0,ok happen behave like,ham
It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,104,6.25,0,0,ok noe ure busy m bored msg u oso dunno wat colour choose 4,ham
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",137,3.57,3,0,u know ask date service 2 contact not guess 09058095107 reveal pobox 7 s3xy 150p,spam
When you guys planning on coming over?,38,3.12,0,0,guy plan come,ham
Gettin rdy to ship comp,23,0.0,0,0,gettin rdy ship comp,ham
U still havent got urself a jacket ah?,38,3.23,0,0,u not get urself jacket ah,ham
Shall i send that exe to your mail id.,38,3.33,0,0,shall send exe mail d,ham
"Nah, Wednesday. When should I bring the mini cheetos bag over?",62,5.77,0,0,nah wednesday bring mini cheeto bag,ham
"Thanks da thangam, i feel very very happy dear. I also miss you da.",67,5.56,0,0,thanks da thangam feel happy dear miss da,ham
I borrow ur bag ok.,19,6.67,0,0,borrow ur bag ok,ham
"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg å£1.50",107,6.98,0,0,oh god ve find number m glad text xafter msgs cst std ntwk chg å£150,spam
"And how you will do that, princess? :)",38,12.9,0,0,princess,ham
Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,64,5.66,3,0,welcome reply age gender begin eg 24 m,spam
Both :) i shoot big loads so get ready!,39,9.68,0,0,shoot big load ready,ham
"Aight I'll grab something to eat too, text me when you're back at mu",68,5.45,0,0,aight ill grab eat text mu,ham
Well. Im computerless. Time to make some oreo truffles,54,4.35,0,0,m computerless time oreo truffle,ham
"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",61,16.0,0,0,actually nvm get hella cash ish,ham
"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",123,4.0,0,0,not pack buy storelike cereal pack food pack gari 9ja miss,ham
When should I come over?,24,5.0,0,0,come,ham
Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,126,5.83,0,0,lol need remember eat m drink appreciate keep company night babe smile,ham
Yes princess! I want to make you happy...,41,11.76,0,0,yes princess want happy,ham
"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",111,9.78,0,0,jurong point crazy available bugis n great world la e buffet cine get amore wat,ham
Wait 2 min..stand at bus stop,29,8.33,0,0,wait 2 minstand bus stop,ham
from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,96,6.9,0,0,monthlysubscription50pmsg max6month tcsc web age16 2stop txt stop,spam
"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",156,6.11,7,0,urgent win 1 week free membership å£100000 prize jackpot txt word claim 81010 tc lccltd pobox 4403ldnw1a7rw18,spam
It's ok i wun b angry. Msg u aft i come home tonight.,53,7.32,0,0,ok wun b angry msg u aft come home tonight,ham
Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week,127,2.91,0,0,allo brave bus take train triumph mean weû÷re bû÷ham jolly good rest week,ham
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",166,4.48,0,0,ah confuse thing not think friend maybe wrong thing sort invite tho come cos money,ham
I'm at home n ready...,22,22.22,0,0,m home n ready,ham
Ok cool. See ya then.,21,11.76,0,0,ok cool ya,ham
"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",95,5.26,0,0,sorry guess hold connection maybe hour ill text,ham
Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,101,2.47,0,0,reason ve speak year anyways great week good exam,ham
Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,115,14.29,0,0,tot ur paper end long ago wat u copy jus get use u happy lar haf 2 study,ham
